catapult_rugby_training_session
Timestamp,Seconds,Latitude,Longitude,Velocity (m/s),Velocity (km/h),Acceleration (m/s2),Odometer (m),Player Load (au),Heart Rate (bpm),Session Phase
09:16:21.300,801.3,51.455812,-0.341684,2.81,10.13,3.20,2549.6,146.1,146,Movement prep
09:16:21.400,801.4,51.455814,-0.341683,2.82,10.15,0.06,2549.9,146.1,145,Movement prep
09:16:21.500,801.5,51.455817,-0.341683,2.69,9.70,-1.27,2550.1,146.1,145,Movement prep
09:16:21.600,801.6,51.455819,-0.341682,2.72,9.78,0.23,2550.4,146.1,145,Movement prep
09:16:21.700,801.7,51.455822,-0.341681,2.71,9.76,-0.06,2550.7,146.1,145,Movement prep
09:16:21.800,801.8,51.455824,-0.341681,2.72,9.79,0.08,2550.9,146.1,145,Movement prep
09:16:21.900,801.9,51.455826,-0.341684,3.04,10.94,3.20,2551.3,146.1,145,Movement prep
09:16:22.000,802.0,51.455827,-0.341688,2.80,10.07,-2.42,2551.5,146.2,145,Movement prep
09:16:22.100,802.1,51.455828,-0.341691,2.61,9.38,-1.91,2551.8,146.2,144,Movement prep
09:16:22.200,802.2,51.455830,-0.341694,2.59,9.31,-0.19,2552.1,146.2,144,Movement prep
09:16:22.300,802.3,51.455832,-0.341696,2.43,8.75,-1.56,2552.3,146.2,144,Movement prep
09:16:22.400,802.4,51.455834,-0.341698,2.47,8.89,0.39,2552.5,146.2,143,Movement prep
09:16:22.500,802.5,51.455835,-0.341700,2.34,8.44,-1.25,2552.8,146.2,143,Movement prep
09:16:22.600,802.6,51.455837,-0.341701,2.14,7.70,-2.07,2553.0,146.3,143,Movement prep
09:16:22.700,802.7,51.455839,-0.341703,2.22,7.99,0.83,2553.2,146.3,143,Movement prep
09:16:22.800,802.8,51.455841,-0.341705,2.54,9.15,3.20,2553.5,146.3,142,Movement prep
09:16:22.900,802.9,51.455843,-0.341706,2.44,8.78,-1.03,2553.7,146.3,142,Movement prep
09:16:23.000,803.0,51.455845,-0.341708,2.76,9.93,3.20,2554.0,146.4,142,Movement prep
09:16:23.100,803.1,51.455847,-0.341710,3.08,11.08,3.20,2554.3,146.4,141,Movement prep
09:16:23.200,803.2,51.455849,-0.341713,2.76,9.93,-3.20,2554.6,146.4,142,Movement prep
09:16:23.300,803.3,51.455851,-0.341715,2.47,8.90,-2.85,2554.8,146.5,142,Movement prep
09:16:23.400,803.4,51.455851,-0.341718,2.30,8.28,-1.74,2555.0,146.5,141,Movement prep
09:16:23.500,803.5,51.455852,-0.341722,2.62,9.43,3.20,2555.3,146.5,141,Movement prep
09:16:23.600,803.6,51.455852,-0.341725,2.46,8.84,-1.63,2555.6,146.5,141,Movement prep
09:16:23.700,803.7,51.455852,-0.341729,2.28,8.20,-1.79,2555.8,146.5,141,Movement prep
09:16:23.800,803.8,51.455850,-0.341731,2.39,8.60,1.13,2556.0,146.6,140,Movement prep
09:16:23.900,803.9,51.455848,-0.341732,2.71,9.76,3.20,2556.3,146.6,141,Movement prep
09:16:24.000,804.0,51.455845,-0.341734,2.53,9.13,-1.75,2556.5,146.6,141,Movement prep
09:16:24.100,804.1,51.455843,-0.341736,2.85,10.28,3.20,2556.8,146.6,142,Movement prep
09:16:24.200,804.2,51.455841,-0.341737,2.66,9.59,-1.92,2557.1,146.7,142,Movement prep
09:16:24.300,804.3,51.455839,-0.341739,2.52,9.06,-1.47,2557.3,146.7,142,Movement prep
09:16:24.400,804.4,51.455837,-0.341740,2.49,8.98,-0.21,2557.6,146.7,142,Movement prep
09:16:24.500,804.5,51.455835,-0.341742,2.81,10.13,3.20,2557.9,146.7,142,Movement prep
09:16:24.600,804.6,51.455833,-0.341743,2.50,8.98,-3.19,2558.1,146.7,142,Movement prep
09:16:24.700,804.7,51.455831,-0.341745,2.28,8.20,-2.17,2558.4,146.8,142,Movement prep
09:16:24.800,804.8,51.455829,-0.341747,2.60,9.36,3.20,2558.6,146.8,142,Movement prep
09:16:24.900,804.9,51.455827,-0.341749,2.92,10.51,3.20,2558.9,146.8,141,Movement prep
09:16:25.000,805.0,51.455825,-0.341752,2.86,10.29,-0.60,2559.2,146.8,142,Movement prep
09:16:25.100,805.1,51.455823,-0.341755,2.56,9.22,-2.96,2559.4,146.9,142,Movement prep
09:16:25.200,805.2,51.455821,-0.341758,2.88,10.38,3.20,2559.7,146.9,142,Movement prep
09:16:25.300,805.3,51.455819,-0.341761,3.20,11.53,3.20,2560.1,146.9,142,Movement prep
09:16:25.400,805.4,51.455817,-0.341763,2.88,10.38,-3.20,2560.3,147.0,143,Movement prep
09:16:25.500,805.5,51.455815,-0.341766,3.20,11.53,3.20,2560.7,147.0,142,Movement prep
09:16:25.600,805.6,51.455813,-0.341770,2.92,10.52,-2.80,2561.0,147.0,142,Movement prep
09:16:25.700,805.7,51.455812,-0.341773,2.82,10.17,-0.97,2561.2,147.1,142,Movement prep
09:16:25.800,805.8,51.455810,-0.341776,3.14,11.32,3.20,2561.6,147.1,143,Movement prep
09:16:25.900,805.9,51.455808,-0.341776,2.90,10.44,-2.45,2561.8,147.1,142,Movement prep
09:16:26.000,806.0,51.455805,-0.341776,2.65,9.55,-2.47,2562.1,147.1,143,Movement prep
09:16:26.100,806.1,51.455803,-0.341776,2.53,9.10,-1.26,2562.4,147.2,143,Movement prep
09:16:26.200,806.2,51.455800,-0.341776,2.85,10.25,3.20,2562.6,147.2,143,Movement prep
09:16:26.300,806.3,51.455798,-0.341776,2.76,9.94,-0.87,2562.9,147.2,143,Movement prep
09:16:26.400,806.4,51.455795,-0.341776,3.08,11.09,3.20,2563.2,147.2,142,Movement prep
09:16:26.500,806.5,51.455792,-0.341775,2.96,10.66,-1.18,2563.5,147.2,142,Movement prep
09:16:26.600,806.6,51.455790,-0.341775,2.91,10.47,-0.54,2563.8,147.3,142,Movement prep
09:16:26.700,806.7,51.455787,-0.341773,3.23,11.62,3.20,2564.1,147.3,143,Movement prep
09:16:26.800,806.8,51.455784,-0.341772,2.98,10.73,-2.48,2564.4,147.3,142,Movement prep
09:16:26.900,806.9,51.455782,-0.341771,2.74,9.85,-2.44,2564.7,147.3,143,Movement prep
09:16:27.000,807.0,51.455780,-0.341770,2.57,9.24,-1.68,2565.0,147.4,142,Movement prep
09:16:27.100,807.1,51.455778,-0.341769,2.63,9.48,0.66,2565.2,147.4,142,Movement prep
09:16:27.200,807.2,51.455776,-0.341767,2.71,9.75,0.75,2565.5,147.4,142,Movement prep
09:16:27.300,807.3,51.455773,-0.341764,3.03,10.90,3.20,2565.8,147.4,142,Movement prep
09:16:27.400,807.4,51.455772,-0.341761,2.86,10.31,-1.63,2566.1,147.4,142,Movement prep
09:16:27.500,807.5,51.455769,-0.341758,3.18,11.47,3.20,2566.4,147.5,141,Movement prep
09:16:27.600,807.6,51.455768,-0.341754,3.12,11.22,-0.70,2566.7,147.5,141,Movement prep
09:16:27.700,807.7,51.455766,-0.341751,2.80,10.06,-3.20,2567.0,147.5,142,Movement prep
09:16:27.800,807.8,51.455764,-0.341748,3.12,11.22,3.20,2567.3,147.5,142,Movement prep
09:16:27.900,807.9,51.455763,-0.341745,2.80,10.06,-3.20,2567.6,147.6,142,Movement prep
09:16:28.000,808.0,51.455761,-0.341741,2.75,9.89,-0.48,2567.9,147.6,142,Movement prep
09:16:28.100,808.1,51.455760,-0.341738,3.07,11.04,3.20,2568.2,147.6,142,Movement prep
09:16:28.200,808.2,51.455759,-0.341734,2.77,9.97,-2.99,2568.5,147.6,141,Movement prep
09:16:28.300,808.3,51.455757,-0.341731,3.09,11.12,3.20,2568.8,147.7,141,Movement prep
09:16:28.400,808.4,51.455755,-0.341726,3.41,12.27,3.20,2569.1,147.7,142,Movement prep
09:16:28.500,808.5,51.455754,-0.341722,3.15,11.34,-2.58,2569.4,147.7,142,Movement prep
09:16:28.600,808.6,51.455753,-0.341718,3.03,10.93,-1.16,2569.7,147.7,142,Movement prep
09:16:28.700,808.7,51.455752,-0.341714,3.35,12.08,3.20,2570.1,147.8,142,Movement prep
09:16:28.800,808.8,51.455752,-0.341709,3.25,11.70,-1.03,2570.4,147.8,142,Movement prep
09:16:28.900,808.9,51.455751,-0.341705,2.93,10.55,-3.20,2570.7,147.8,143,Movement prep
09:16:29.000,809.0,51.455750,-0.341701,2.95,10.62,0.18,2571.0,147.8,143,Movement prep
09:16:29.100,809.1,51.455749,-0.341697,2.92,10.50,-0.33,2571.3,147.8,142,Movement prep
09:16:29.200,809.2,51.455748,-0.341693,3.24,11.65,3.20,2571.6,147.9,142,Movement prep
09:16:29.300,809.3,51.455748,-0.341688,3.56,12.80,3.20,2571.9,147.9,143,Movement prep
09:16:29.400,809.4,51.455747,-0.341683,3.45,12.42,-1.07,2572.3,147.9,142,Movement prep
09:16:29.500,809.5,51.455746,-0.341678,3.23,11.64,-2.15,2572.6,147.9,142,Movement prep
09:16:29.600,809.6,51.455745,-0.341673,3.55,12.80,3.20,2573.0,148.0,142,Movement prep
09:16:29.700,809.7,51.455744,-0.341669,3.26,11.72,-2.99,2573.3,148.0,142,Movement prep
09:16:29.800,809.8,51.455741,-0.341670,3.15,11.35,-1.02,2573.6,148.0,142,Movement prep
09:16:29.900,809.9,51.455741,-0.341675,3.47,12.50,3.20,2574.0,148.1,142,Movement prep
09:16:30.000,810.0,51.455741,-0.341680,3.28,11.80,-1.96,2574.3,148.1,142,Movement prep
09:16:30.100,810.1,51.455741,-0.341684,3.09,11.13,-1.86,2574.6,148.1,142,Movement prep
09:16:30.200,810.2,51.455741,-0.341688,2.86,10.29,-2.34,2574.9,148.1,141,Movement prep
09:16:30.300,810.3,51.455740,-0.341693,3.18,11.44,3.20,2575.2,148.1,141,Movement prep
09:16:30.400,810.4,51.455740,-0.341697,2.86,10.29,-3.20,2575.5,148.2,142,Movement prep
09:16:30.500,810.5,51.455740,-0.341701,2.54,9.13,-3.20,2575.7,148.2,141,Movement prep
09:16:30.600,810.6,51.455739,-0.341704,2.40,8.63,-1.41,2576.0,148.2,141,Movement prep
09:16:30.700,810.7,51.455739,-0.341708,2.72,9.78,3.20,2576.2,148.3,142,Movement prep
09:16:30.800,810.8,51.455738,-0.341711,2.52,9.07,-1.96,2576.5,148.3,142,Movement prep
09:16:30.900,810.9,51.455737,-0.341715,2.84,10.22,3.20,2576.8,148.3,142,Movement prep
09:16:31.000,811.0,51.455736,-0.341719,3.16,11.37,3.20,2577.1,148.3,142,Movement prep
09:16:31.100,811.1,51.455735,-0.341723,2.91,10.49,-2.45,2577.4,148.4,142,Movement prep
09:16:31.200,811.2,51.455732,-0.341724,2.59,9.34,-3.20,2577.6,148.4,142,Movement prep
09:16:31.300,811.3,51.455730,-0.341724,2.61,9.39,0.14,2577.9,148.4,142,Movement prep
09:16:31.400,811.4,51.455728,-0.341725,2.57,9.25,-0.40,2578.2,148.4,141,Movement prep
09:16:31.500,811.5,51.455726,-0.341725,2.53,9.09,-0.44,2578.4,148.4,142,Movement prep
09:16:31.600,811.6,51.455723,-0.341725,2.85,10.24,3.20,2578.7,148.5,142,Movement prep
09:16:31.700,811.7,51.455721,-0.341726,2.66,9.58,-1.83,2579.0,148.5,142,Movement prep
09:16:31.800,811.8,51.455718,-0.341727,2.48,8.93,-1.83,2579.2,148.5,142,Movement prep
09:16:31.900,811.9,51.455716,-0.341728,2.80,10.08,3.20,2579.5,148.5,141,Movement prep
09:16:32.000,812.0,51.455713,-0.341729,3.12,11.23,3.20,2579.8,148.6,142,Movement prep
09:16:32.100,812.1,51.455710,-0.341729,3.44,12.38,3.20,2580.2,148.6,141,Movement prep
09:16:32.200,812.2,51.455707,-0.341730,3.27,11.77,-1.72,2580.5,148.6,142,Movement prep
09:16:32.300,812.3,51.455707,-0.341731,3.14,11.31,-1.26,2580.8,148.6,141,Movement prep
09:16:32.400,812.4,51.455709,-0.341732,2.82,10.16,-3.20,2581.1,148.7,141,Movement prep
09:16:32.500,812.5,51.455711,-0.341733,2.72,9.80,-0.99,2581.3,148.7,141,Movement prep
09:16:32.600,812.6,51.455713,-0.341734,2.40,8.65,-3.20,2581.6,148.7,141,Movement prep
09:16:32.700,812.7,51.455715,-0.341735,2.24,8.05,-1.66,2581.8,148.7,141,Movement prep
09:16:32.800,812.8,51.455717,-0.341736,2.04,7.35,-1.95,2582.0,148.8,140,Movement prep
09:16:32.900,812.9,51.455719,-0.341737,2.13,7.66,0.85,2582.2,148.8,140,Movement prep
09:16:33.000,813.0,51.455721,-0.341738,2.12,7.63,-0.08,2582.4,148.8,140,Movement prep
09:16:33.100,813.1,51.455723,-0.341739,2.21,7.96,0.90,2582.7,148.8,139,Movement prep
09:16:33.200,813.2,51.455725,-0.341739,2.53,9.11,3.20,2582.9,148.8,139,Movement prep
09:16:33.300,813.3,51.455727,-0.341740,2.59,9.31,0.56,2583.2,148.8,138,Movement prep
09:16:33.400,813.4,51.455729,-0.341740,2.54,9.14,-0.47,2583.4,148.9,138,Movement prep
09:16:33.500,813.5,51.455732,-0.341740,2.61,9.39,0.69,2583.7,148.9,139,Movement prep
09:16:33.600,813.6,51.455734,-0.341740,2.50,8.99,-1.12,2583.9,148.9,139,Movement prep
09:16:33.700,813.7,51.455736,-0.341740,2.59,9.33,0.96,2584.2,148.9,139,Movement prep
09:16:33.800,813.8,51.455738,-0.341741,2.41,8.69,-1.78,2584.4,148.9,139,Movement prep
09:16:33.900,813.9,51.455741,-0.341742,2.73,9.85,3.20,2584.7,148.9,139,Movement prep
09:16:34.000,814.0,51.455743,-0.341743,2.71,9.77,-0.21,2585.0,148.9,140,Movement prep
09:16:34.100,814.1,51.455746,-0.341745,3.03,10.92,3.20,2585.3,149.0,140,Movement prep
09:16:34.200,814.2,51.455749,-0.341745,3.35,12.07,3.20,2585.6,149.0,139,Movement prep
09:16:34.300,814.3,51.455751,-0.341746,3.18,11.45,-1.74,2585.9,149.0,139,Movement prep
09:16:34.400,814.4,51.455754,-0.341747,3.46,12.47,2.83,2586.3,149.1,139,Movement prep
09:16:34.500,814.5,51.455757,-0.341749,3.16,11.39,-2.98,2586.6,149.1,139,Movement prep
09:16:34.600,814.6,51.455760,-0.341751,3.48,12.54,3.20,2586.9,149.1,138,Movement prep
09:16:34.700,814.7,51.455763,-0.341753,3.80,13.70,3.20,2587.3,149.2,139,Movement prep
09:16:34.800,814.8,51.455766,-0.341756,3.48,12.54,-3.20,2587.7,149.2,140,Movement prep
09:16:34.900,814.9,51.455768,-0.341759,3.28,11.80,-2.05,2588.0,149.2,139,Movement prep
09:16:35.000,815.0,51.455770,-0.341762,2.96,10.65,-3.20,2588.3,149.2,139,Movement prep
09:16:35.100,815.1,51.455772,-0.341765,2.77,9.96,-1.91,2588.6,149.3,139,Movement prep
09:16:35.200,815.2,51.455774,-0.341767,3.09,11.12,3.20,2588.9,149.3,139,Movement prep
09:16:35.300,815.3,51.455776,-0.341770,3.41,12.27,3.20,2589.2,149.3,139,Movement prep
09:16:35.400,815.4,51.455779,-0.341773,3.73,13.42,3.20,2589.6,149.4,139,Movement prep
09:16:35.500,815.5,51.455782,-0.341774,3.41,12.27,-3.20,2589.9,149.4,139,Movement prep
09:16:35.600,815.6,51.455786,-0.341775,3.73,13.42,3.20,2590.3,149.4,139,Movement prep
09:16:35.700,815.7,51.455789,-0.341777,4.05,14.57,3.20,2590.7,149.5,139,Movement prep
09:16:35.800,815.8,51.455793,-0.341777,4.37,15.72,3.20,2591.2,149.5,139,Movement prep
09:16:35.900,815.9,51.455797,-0.341779,4.13,14.86,-2.39,2591.6,149.5,140,Movement prep
09:16:36.000,816.0,51.455800,-0.341780,3.82,13.76,-3.08,2592.0,149.6,140,Movement prep
09:16:36.100,816.1,51.455803,-0.341781,3.50,12.60,-3.20,2592.3,149.6,141,Movement prep
09:16:36.200,816.2,51.455806,-0.341782,3.21,11.56,-2.90,2592.6,149.6,141,Movement prep
09:16:36.300,816.3,51.455809,-0.341782,3.53,12.71,3.20,2593.0,149.7,141,Movement prep
09:16:36.400,816.4,51.455812,-0.341783,3.21,11.56,-3.20,2593.3,149.7,141,Movement prep
09:16:36.500,816.5,51.455814,-0.341783,2.89,10.41,-3.20,2593.6,149.7,141,Movement prep
09:16:36.600,816.6,51.455817,-0.341783,3.21,11.56,3.20,2593.9,149.7,141,Movement prep
09:16:36.700,816.7,51.455820,-0.341783,3.03,10.89,-1.86,2594.2,149.8,141,Movement prep
09:16:36.800,816.8,51.455823,-0.341782,3.35,12.04,3.20,2594.5,149.8,140,Movement prep
09:16:36.900,816.9,51.455826,-0.341782,3.67,13.20,3.20,2594.9,149.8,140,Movement prep
09:16:37.000,817.0,51.455829,-0.341780,3.35,12.04,-3.20,2595.2,149.9,141,Movement prep
09:16:37.100,817.1,51.455832,-0.341779,3.05,10.97,-2.99,2595.6,149.9,141,Movement prep
09:16:37.200,817.2,51.455835,-0.341778,3.37,12.12,3.20,2595.9,149.9,141,Movement prep
09:16:37.300,817.3,51.455838,-0.341778,3.08,11.09,-2.86,2596.2,150.0,141,Movement prep
09:16:37.400,817.4,51.455840,-0.341777,2.82,10.16,-2.59,2596.5,150.0,141,Movement prep
09:16:37.500,817.5,51.455843,-0.341775,3.14,11.31,3.20,2596.8,150.0,141,Movement prep
09:16:37.600,817.6,51.455846,-0.341774,3.46,12.46,3.20,2597.1,150.1,141,Movement prep
09:16:37.700,817.7,51.455849,-0.341772,3.78,13.62,3.20,2597.5,150.1,141,Movement prep
09:16:37.800,817.8,51.455851,-0.341775,3.46,12.46,-3.20,2597.9,150.1,141,Movement prep
09:16:37.900,817.9,51.455854,-0.341778,3.78,13.62,3.20,2598.2,150.2,141,Movement prep
09:16:38.000,818.0,51.455857,-0.341780,3.61,13.00,-1.71,2598.6,150.2,141,Movement prep
09:16:38.100,818.1,51.455860,-0.341783,3.93,14.15,3.20,2599.0,150.2,142,Movement prep
09:16:38.200,818.2,51.455864,-0.341786,4.19,15.08,2.59,2599.4,150.2,142,Movement prep
09:16:38.300,818.3,51.455867,-0.341789,3.87,13.93,-3.20,2599.8,150.3,143,Movement prep
09:16:38.400,818.4,51.455870,-0.341792,3.97,14.30,1.02,2600.2,150.3,143,Movement prep
09:16:38.500,818.5,51.455873,-0.341795,4.29,15.45,3.20,2600.6,150.3,143,Movement prep
09:16:38.600,818.6,51.455877,-0.341798,4.61,16.60,3.20,2601.1,150.3,143,Movement prep
09:16:38.700,818.7,51.455880,-0.341801,4.35,15.67,-2.58,2601.5,150.4,144,Movement prep
09:16:38.800,818.8,51.455883,-0.341805,4.67,16.83,3.20,2602.0,150.4,144,Movement prep
09:16:38.900,818.9,51.455882,-0.341811,4.99,17.98,3.20,2602.5,150.4,145,Movement prep
09:16:39.000,819.0,51.455879,-0.341818,5.00,18.01,0.08,2603.0,150.4,146,Movement prep
09:16:39.100,819.1,51.455877,-0.341824,4.68,16.86,-3.20,2603.5,150.5,147,Movement prep
09:16:39.200,819.2,51.455876,-0.341829,4.36,15.70,-3.20,2603.9,150.5,148,Movement prep
09:16:39.300,819.3,51.455875,-0.341836,4.41,15.87,0.45,2604.3,150.5,148,Movement prep
09:16:39.400,819.4,51.455873,-0.341841,4.09,14.71,-3.20,2604.7,150.6,148,Movement prep
09:16:39.500,819.5,51.455872,-0.341846,3.77,13.56,-3.20,2605.1,150.6,148,Movement prep
09:16:39.600,819.6,51.455871,-0.341851,3.46,12.45,-3.09,2605.5,150.6,148,Movement prep
09:16:39.700,819.7,51.455870,-0.341856,3.78,13.60,3.20,2605.8,150.7,148,Movement prep
09:16:39.800,819.8,51.455869,-0.341862,4.06,14.63,2.87,2606.3,150.7,148,Movement prep
09:16:39.900,819.9,51.455869,-0.341867,3.80,13.67,-2.68,2606.6,150.7,148,Movement prep
09:16:40.000,820.0,51.455868,-0.341872,3.56,12.83,-2.32,2607.0,150.7,148,Movement prep
09:16:40.100,820.1,51.455868,-0.341877,3.24,11.68,-3.20,2607.3,150.8,148,Movement prep
09:16:40.200,820.2,51.455868,-0.341882,3.56,12.83,3.20,2607.7,150.8,148,Movement prep
09:16:40.300,820.3,51.455867,-0.341887,3.24,11.68,-3.20,2608.0,150.8,147,Movement prep
09:16:40.400,820.4,51.455867,-0.341891,3.14,11.31,-1.02,2608.3,150.8,147,Movement prep
09:16:40.500,820.5,51.455867,-0.341896,3.46,12.46,3.20,2608.7,150.9,147,Movement prep
09:16:40.600,820.6,51.455866,-0.341901,3.14,11.31,-3.20,2609.0,150.9,147,Movement prep
09:16:40.700,820.7,51.455866,-0.341905,3.46,12.46,3.20,2609.3,150.9,147,Movement prep
09:16:40.800,820.8,51.455865,-0.341910,3.23,11.63,-2.33,2609.6,151.0,147,Movement prep
09:16:40.900,820.9,51.455865,-0.341914,3.03,10.90,-2.03,2609.9,151.0,146,Movement prep
09:16:41.000,821.0,51.455864,-0.341918,2.81,10.11,-2.18,2610.2,151.0,147,Movement prep
09:16:41.100,821.1,51.455862,-0.341922,3.13,11.26,3.20,2610.5,151.0,147,Movement prep
09:16:41.200,821.2,51.455861,-0.341926,2.92,10.53,-2.03,2610.8,151.1,147,Movement prep
09:16:41.300,821.3,51.455860,-0.341929,2.74,9.88,-1.81,2611.1,151.1,148,Movement prep
09:16:41.400,821.4,51.455858,-0.341932,3.06,11.03,3.20,2611.4,151.1,148,Movement prep
09:16:41.500,821.5,51.455856,-0.341936,3.38,12.18,3.20,2611.7,151.2,147,Movement prep
09:16:41.600,821.6,51.455854,-0.341940,3.70,13.33,3.20,2612.1,151.2,148,Movement prep
09:16:41.700,821.7,51.455852,-0.341945,4.02,14.48,3.20,2612.5,151.2,148,Movement prep
09:16:41.800,821.8,51.455849,-0.341948,3.73,13.43,-2.93,2612.9,151.3,148,Movement prep
09:16:41.900,821.9,51.455847,-0.341951,3.41,12.28,-3.20,2613.2,151.3,148,Movement prep
09:16:42.000,822.0,51.455845,-0.341955,3.30,11.89,-1.07,2613.6,151.3,148,Movement prep
09:16:42.100,822.1,51.455843,-0.341958,3.04,10.96,-2.60,2613.9,151.3,147,Movement prep
09:16:42.200,822.2,51.455841,-0.341961,3.36,12.11,3.20,2614.2,151.4,148,Movement prep
09:16:42.300,822.3,51.455838,-0.341965,3.68,13.26,3.20,2614.6,151.4,148,Movement prep
09:16:42.400,822.4,51.455836,-0.341969,3.98,14.31,2.92,2615.0,151.4,147,Movement prep
09:16:42.500,822.5,51.455833,-0.341972,3.66,13.16,-3.20,2615.3,151.5,148,Movement prep
09:16:42.600,822.6,51.455831,-0.341976,3.34,12.01,-3.20,2615.7,151.5,147,Movement prep
09:16:42.700,822.7,51.455829,-0.341979,3.10,11.16,-2.36,2616.0,151.5,147,Movement prep
09:16:42.800,822.8,51.455827,-0.341983,3.42,12.31,3.20,2616.3,151.5,148,Movement prep
09:16:42.900,822.9,51.455826,-0.341987,3.24,11.67,-1.78,2616.6,151.6,147,Movement prep
09:16:43.000,823.0,51.455824,-0.341992,3.56,12.82,3.20,2617.0,151.6,147,Movement prep
09:16:43.100,823.1,51.455823,-0.341996,3.24,11.67,-3.20,2617.3,151.6,146,Movement prep
09:16:43.200,823.2,51.455821,-0.341999,3.11,11.19,-1.33,2617.6,151.6,146,Movement prep
09:16:43.300,823.3,51.455819,-0.342000,3.43,12.34,3.20,2618.0,151.7,146,Movement prep
09:16:43.400,823.4,51.455818,-0.341996,3.25,11.69,-1.81,2618.3,151.7,146,Movement prep
09:16:43.500,823.5,51.455816,-0.341992,3.04,10.95,-2.06,2618.6,151.7,146,Movement prep
09:16:43.600,823.6,51.455815,-0.341989,2.72,9.80,-3.20,2618.9,151.8,146,Movement prep
09:16:43.700,823.7,51.455813,-0.341986,2.55,9.18,-1.72,2619.1,151.8,146,Movement prep
09:16:43.800,823.8,51.455812,-0.341983,2.54,9.14,-0.10,2619.4,151.8,145,Movement prep
09:16:43.900,823.9,51.455811,-0.341979,2.86,10.29,3.20,2619.7,151.8,145,Movement prep
09:16:44.000,824.0,51.455810,-0.341975,3.18,11.45,3.20,2620.0,151.8,144,Movement prep
09:16:44.100,824.1,51.455808,-0.341972,2.86,10.29,-3.20,2620.3,151.9,145,Movement prep
09:16:44.200,824.2,51.455807,-0.341969,2.82,10.14,-0.42,2620.6,151.9,144,Movement prep
09:16:44.300,824.3,51.455805,-0.341966,2.59,9.33,-2.25,2620.8,151.9,145,Movement prep
09:16:44.400,824.4,51.455803,-0.341964,2.50,9.02,-0.88,2621.1,151.9,145,Movement prep
09:16:44.500,824.5,51.455802,-0.341961,2.51,9.03,0.05,2621.3,151.9,144,Movement prep
09:16:44.600,824.6,51.455801,-0.341958,2.48,8.92,-0.31,2621.6,151.9,144,Movement prep
09:16:44.700,824.7,51.455800,-0.341955,2.26,8.13,-2.19,2621.8,152.0,144,Movement prep
09:16:44.800,824.8,51.455799,-0.341952,2.15,7.74,-1.09,2622.0,152.0,144,Movement prep
09:16:44.900,824.9,51.455798,-0.341950,2.15,7.76,0.05,2622.2,152.0,144,Movement prep
09:16:45.000,825.0,51.455798,-0.341946,2.47,8.91,3.20,2622.5,152.0,144,Movement prep
09:16:45.100,825.1,51.455799,-0.341943,2.79,10.06,3.20,2622.8,152.0,144,Movement prep
09:16:45.200,825.2,51.455800,-0.341938,3.11,11.21,3.20,2623.1,152.1,144,Movement prep
09:16:45.300,825.3,51.455801,-0.341933,3.43,12.37,3.20,2623.4,152.1,144,Movement prep
09:16:45.400,825.4,51.455802,-0.341929,3.19,11.48,-2.46,2623.7,152.1,145,Movement prep
09:16:45.500,825.5,51.455803,-0.341924,3.51,12.63,3.20,2624.1,152.2,144,Movement prep
09:16:45.600,825.6,51.455804,-0.341920,3.19,11.48,-3.20,2624.4,152.2,144,Movement prep
09:16:45.700,825.7,51.455804,-0.341915,3.51,12.63,3.20,2624.7,152.2,145,Movement prep
09:16:45.800,825.8,51.455805,-0.341910,3.25,11.69,-2.61,2625.1,152.3,144,Movement prep
09:16:45.900,825.9,51.455806,-0.341906,2.93,10.54,-3.20,2625.4,152.3,144,Movement prep
09:16:46.000,826.0,51.455807,-0.341902,3.25,11.69,3.20,2625.7,152.3,144,Movement prep
09:16:46.100,826.1,51.455808,-0.341898,3.01,10.83,-2.40,2626.0,152.4,144,Movement prep
09:16:46.200,826.2,51.455810,-0.341896,2.91,10.46,-1.02,2626.3,152.4,144,Movement prep
09:16:46.300,826.3,51.455812,-0.341893,3.23,11.61,3.20,2626.6,152.4,145,Movement prep
09:16:46.400,826.4,51.455814,-0.341890,3.08,11.10,-1.44,2626.9,152.4,145,Movement prep
09:16:46.500,826.5,51.455816,-0.341886,3.40,12.25,3.20,2627.3,152.5,145,Movement prep
09:16:46.600,826.6,51.455818,-0.341882,3.18,11.46,-2.18,2627.6,152.5,145,Movement prep
09:16:46.700,826.7,51.455820,-0.341879,3.05,10.98,-1.33,2627.9,152.5,145,Movement prep
09:16:46.800,826.8,51.455821,-0.341876,2.85,10.26,-2.00,2628.2,152.5,146,Movement prep
09:16:46.900,826.9,51.455823,-0.341873,2.53,9.11,-3.20,2628.4,152.5,146,Movement prep
09:16:47.000,827.0,51.455824,-0.341871,2.36,8.51,-1.68,2628.6,152.6,146,Movement prep
09:16:47.100,827.1,51.455826,-0.341868,2.46,8.85,0.96,2628.9,152.6,146,Movement prep
09:16:47.200,827.2,51.455828,-0.341865,2.78,10.01,3.20,2629.2,152.6,145,Movement prep
09:16:47.300,827.3,51.455830,-0.341863,3.10,11.16,3.20,2629.5,152.6,145,Movement prep
09:16:47.400,827.4,51.455832,-0.341860,3.42,12.31,3.20,2629.8,152.7,145,Movement prep
09:16:47.500,827.5,51.455835,-0.341858,3.10,11.16,-3.20,2630.1,152.7,146,Movement prep
09:16:47.600,827.6,51.455837,-0.341855,2.88,10.37,-2.19,2630.4,152.7,146,Movement prep
